Date,Species.ID,Length,Gear.Type,Data.Type,Year,Length Type,Sex,Special,MPA,FisheryDependent
6/21/15,HOLOAD,23.5,pots,Fishery,2015,0,0,0,0,1
7/29/15,SERRGU,31,pots,Fishery,2015,0,0,0,0,1
7/29/15,SERRGU,34,pots,Fishery,2015,0,0,0,0,1
7/29/15,SERRGU,28,pots,Fishery,2015,0,0,0,0,1
7/29/15,SERRGU,29.5,pots,Fishery,2015,0,0,0,0,1
7/29/15,SERRGU,27.5,pots,Fishery,2015,0,0,0,0,1
7/29/15,SERRGU,32,pots,Fishery,2015,0,0,0,0,1
7/29/15,ACANCH,19.5,pots,Fishery,2015,0,0,0,0,1
7/29/15,ACANCO,19,pots,Fishery,2015,0,0,0,0,1
7/29/15,ACANCO,18.5,pots,Fishery,2015,0,0,0,0,1
7/29/15,ACANCO,19,pots,Fishery,2015,0,0,0,0,1
7/29/15,HOLOAD,19,pots,Fishery,2015,0,0,0,0,1
7/29/15,HOLOAD,20,pots,Fishery,2015,0,0,0,0,1
7/29/15,HOLOAD,19,pots,Fishery,2015,0,0,0,0,1
7/29/15,HOLOAD,20,pots,Fishery,2015,0,0,0,0,1
7/29/15,HOLOAD,21,pots,Fishery,2015,0,0,0,0,1
7/29/15,HOLOAD,22,pots,Fishery,2015,0,0,0,0,1
7/29/15,HOLOAD,20.5,pots,Fishery,2015,0,0,0,0,1
7/29/15,HOLOAD,20,pots,Fishery,2015,0,0,0,0,1
7/29/15,HOLOAD,20.5,pots,Fishery,2015,0,0,0,0,1
7/29/15,HOLOAD,20.5,pots,Fishery,2015,0,0,0,0,1
7/29/15,BALIVE,27.5,pots,Fishery,2015,0,0,0,0,1
7/29/15,BALIVE,25,pots,Fishery,2015,0,0,0,0,1
7/29/15,BALIVE,30,pots,Fishery,2015,0,0,0,0,1
7/29/15,BALIVE,36,pots,Fishery,2015,0,0,0,0,1
7/29/15,BALIVE,32.5,pots,Fishery,2015,0,0,0,0,1
7/29/15,BALIVE,29,pots,Fishery,2015,0,0,0,0,1
7/29/15,BALIVE,36,pots,Fishery,2015,0,0,0,0,1
7/29/15,BALIVE,27,pots,Fishery,2015,0,0,0,0,1
7/29/15,BALIVE,32,pots,Fishery,2015,0,0,0,0,1
7/29/15,BALIVE,34,pots,Fishery,2015,0,0,0,0,1
7/29/15,BALIVE,28,pots,Fishery,2015,0,0,0,0,1
7/29/15,BALIVE,28.5,pots,Fishery,2015,0,0,0,0,1
7/29/15,BALIVE,29.5,pots,Fishery,2015,0,0,0,0,1
10/27/15,ACANCH,22.5,spear,Fishery,2015,0,0,0,0,1
10/27/15,SERRFU,29,spear,Fishery,2015,0,0,0,0,1
10/27/15,LUTJVI,33,spear,Fishery,2015,0,0,0,0,1
10/27/15,LUTJVI,35.5,spear,Fishery,2015,0,0,0,0,1
10/28/15,SERRFU,32,pots,Fishery,2015,0,0,0,0,1
10/28/15,ACANCH,24,pots,Fishery,2015,0,0,0,0,1
10/28/15,ACANCH,24,pots,Fishery,2015,0,0,0,0,1
10/28/15,ACANCH,25,pots,Fishery,2015,0,0,0,0,1
10/28/15,LUTJVI,27,pots,Fishery,2015,0,0,0,0,1
11/16/15,BALIVE,32,pots,Fishery,2015,0,0,0,0,1
11/16/15,BALIVE,28.5,pots,Fishery,2015,0,0,0,0,1
11/16/15,BALIVE,29,pots,Fishery,2015,0,0,0,0,1
11/16/15,BALIVE,30,pots,Fishery,2015,0,0,0,0,1
11/16/15,BALIVE,28.5,pots,Fishery,2015,0,0,0,0,1
11/16/15,BALIVE,25.5,pots,Fishery,2015,0,0,0,0,1
11/16/15,BALIVE,35,pots,Fishery,2015,0,0,0,0,1
11/16/15,BALIVE,34,pots,Fishery,2015,0,0,0,0,1
11/16/15,BALIVE,32,pots,Fishery,2015,0,0,0,0,1
11/16/15,HOLOAD,23,pots,Fishery,2015,0,0,0,0,1
11/16/15,HOLOAD,20,pots,Fishery,2015,0,0,0,0,1
11/16/15,SERRGU,35,pots,Fishery,2015,0,0,0,0,1
11/16/15,SERRGU,30,pots,Fishery,2015,0,0,0,0,1
11/16/15,SERRGU,31,pots,Fishery,2015,0,0,0,0,1
11/16/15,SERRGU,29,pots,Fishery,2015,0,0,0,0,1
11/16/15,SERRGU,34,pots,Fishery,2015,0,0,0,0,1
11/16/15,SERRGU,29,pots,Fishery,2015,0,0,0,0,1
11/16/15,SERRGU,32,pots,Fishery,2015,0,0,0,0,1
11/16/15,SERRGU,30,pots,Fishery,2015,0,0,0,0,1
11/16/15,SERRGU,35,pots,Fishery,2015,0,0,0,0,1
11/30/15,SERRGU,31,pots,Fishery,2015,0,0,0,0,1
11/30/15,SERRGU,28.5,pots,Fishery,2015,0,0,0,0,1
11/30/15,SERRGU,36,pots,Fishery,2015,0,0,0,0,1
11/30/15,SERRGU,33,pots,Fishery,2015,0,0,0,0,1
11/30/15,SERRGU,34,pots,Fishery,2015,0,0,0,0,1
11/30/15,SERRGU,23.5,pots,Fishery,2015,0,0,0,0,1
11/30/15,BALIVE,37,pots,Fishery,2015,0,0,0,0,1
11/30/15,BALIVE,36,pots,Fishery,2015,0,0,0,0,1
11/30/15,BALIVE,34.5,pots,Fishery,2015,0,0,0,0,1
11/30/15,ACANCO,19,pots,Fishery,2015,0,0,0,0,1
11/30/15,HOLOAD,19.5,pots,Fishery,2015,0,0,0,0,1
1/26/16,SERRGU,29,pots,Fishery,2016,0,0,0,0,1
1/26/16,SERRGU,31,pots,Fishery,2016,0,0,0,0,1
1/26/16,SERRGU,29.5,pots,Fishery,2016,0,0,0,0,1
1/26/16,SERRGU,31.5,pots,Fishery,2016,0,0,0,0,1
1/26/16,SERRGU,32.5,pots,Fishery,2016,0,0,0,0,1
1/26/16,SERRGU,31,pots,Fishery,2016,0,0,0,0,1
1/26/16,SERRGU,37.5,pots,Fishery,2016,0,0,0,0,1
1/26/16,SERRGU,40,pots,Fishery,2016,0,0,0,0,1
1/26/16,SERRGU,27.5,pots,Fishery,2016,0,0,0,0,1
1/26/16,SERRGU,31,pots,Fishery,2016,0,0,0,0,1
1/26/16,SERRGU,32,pots,Fishery,2016,0,0,0,0,1
1/26/16,SERRGU,30,pots,Fishery,2016,0,0,0,0,1
1/26/16,SERRGU,38,pots,Fishery,2016,0,0,0,0,1
1/26/16,SERRGU,38,pots,Fishery,2016,0,0,0,0,1
1/26/16,SERRGU,31,pots,Fishery,2016,0,0,0,0,1
1/26/16,SERRGU,32,pots,Fishery,2016,0,0,0,0,1
1/26/16,SERRGU,33.5,pots,Fishery,2016,0,0,0,0,1
1/26/16,SERRGU,35,pots,Fishery,2016,0,0,0,0,1
1/26/16,SERRGU,29,pots,Fishery,2016,0,0,0,0,1
1/26/16,SERRGU,29,pots,Fishery,2016,0,0,0,0,1
1/26/16,SERRGU,34,pots,Fishery,2016,0,0,0,0,1
1/26/16,SERRGU,31.5,pots,Fishery,2016,0,0,0,0,1
1/26/16,SERRGU,33,pots,Fishery,2016,0,0,0,0,1
1/26/16,SERRGU,35,pots,Fishery,2016,0,0,0,0,1
1/26/16,LUTJSY,25,pots,Fishery,2016,0,0,0,0,1
1/26/16,ACANCO,18,pots,Fishery,2016,0,0,0,0,1
1/26/16,ACANCO,16,pots,Fishery,2016,0,0,0,0,1
1/26/16,ACANCO,18,pots,Fishery,2016,0,0,0,0,1
1/26/16,ACANCO,19,pots,Fishery,2016,0,0,0,0,1
1/26/16,ACANCO,17.5,pots,Fishery,2016,0,0,0,0,1
1/26/16,BALIVE,25,pots,Fishery,2016,0,0,0,0,1
1/26/16,BALIVE,31,pots,Fishery,2016,0,0,0,0,1
1/26/16,BALIVE,28,pots,Fishery,2016,0,0,0,0,1
1/25/16,ACANCH,24,pots,Fishery,2016,0,0,0,0,1
1/25/16,ACANCH,25,pots,Fishery,2016,0,0,0,0,1
1/25/16,ACANCH,25.5,pots,Fishery,2016,0,0,0,0,1
1/25/16,ACANCH,24.5,pots,Fishery,2016,0,0,0,0,1
1/25/16,ACANCH,22,pots,Fishery,2016,0,0,0,0,1
1/25/16,ACANCH,24.5,pots,Fishery,2016,0,0,0,0,1
1/25/16,SERRGU,33.5,pots,Fishery,2016,0,0,0,0,1
1/25/16,SERRGU,28,pots,Fishery,2016,0,0,0,0,1
1/25/16,SERRGU,29,pots,Fishery,2016,0,0,0,0,1
1/25/16,SERRGU,35.5,pots,Fishery,2016,0,0,0,0,1
1/25/16,SERRGU,39,pots,Fishery,2016,0,0,0,0,1
1/25/16,SERRGU,31,pots,Fishery,2016,0,0,0,0,1
1/25/16,SERRGU,32,pots,Fishery,2016,0,0,0,0,1
1/25/16,SERRGU,28,pots,Fishery,2016,0,0,0,0,1
1/25/16,SERRGU,29,pots,Fishery,2016,0,0,0,0,1
1/25/16,SERRGU,32.5,pots,Fishery,2016,0,0,0,0,1
1/25/16,SERRGU,32,pots,Fishery,2016,0,0,0,0,1
1/25/16,SERRGU,34.5,pots,Fishery,2016,0,0,0,0,1
1/25/16,SERRGU,31,pots,Fishery,2016,0,0,0,0,1
1/25/16,SERRGU,31,pots,Fishery,2016,0,0,0,0,1
1/25/16,SERRGU,29,pots,Fishery,2016,0,0,0,0,1
1/25/16,SERRGU,30.5,pots,Fishery,2016,0,0,0,0,1
1/25/16,ACANCO,17.5,pots,Fishery,2016,0,0,0,0,1
1/25/16,ACANCO,17,pots,Fishery,2016,0,0,0,0,1
1/25/16,ACANCO,17.5,pots,Fishery,2016,0,0,0,0,1
1/25/16,ACANCO,17.5,pots,Fishery,2016,0,0,0,0,1
1/25/16,ACANCO,18,pots,Fishery,2016,0,0,0,0,1
1/25/16,ACANCO,17.5,pots,Fishery,2016,0,0,0,0,1
1/25/16,ACANCO,18,pots,Fishery,2016,0,0,0,0,1
1/25/16,ACANCO,18,pots,Fishery,2016,0,0,0,0,1
1/25/16,ACANCO,18,pots,Fishery,2016,0,0,0,0,1
1/25/16,ACANCO,19,pots,Fishery,2016,0,0,0,0,1
1/25/16,ACANCO,20,pots,Fishery,2016,0,0,0,0,1
1/25/16,ACANCO,19.5,pots,Fishery,2016,0,0,0,0,1
1/25/16,ACANCO,20.5,pots,Fishery,2016,0,0,0,0,1
1/25/16,ACANCO,16,pots,Fishery,2016,0,0,0,0,1
1/25/16,ACANCO,16,pots,Fishery,2016,0,0,0,0,1
1/25/16,ACANCO,16.5,pots,Fishery,2016,0,0,0,0,1
1/25/16,ACANCO,18.5,pots,Fishery,2016,0,0,0,0,1
1/25/16,ACANCO,17.5,pots,Fishery,2016,0,0,0,0,1
1/25/16,ACANCO,17,pots,Fishery,2016,0,0,0,0,1
1/25/16,ACANCO,15.5,pots,Fishery,2016,0,0,0,0,1
1/25/16,ACANCO,16,pots,Fishery,2016,0,0,0,0,1
1/25/16,ACANCO,19.5,pots,Fishery,2016,0,0,0,0,1
1/25/16,LUTJSY,22.5,pots,Fishery,2016,0,0,0,0,1
1/25/16,LUTJSY,24.5,pots,Fishery,2016,0,0,0,0,1
1/25/16,LUTJSY,27,pots,Fishery,2016,0,0,0,0,1
1/25/16,LUTJSY,21,pots,Fishery,2016,0,0,0,0,1
1/25/16,LUTJSY,19,pots,Fishery,2016,0,0,0,0,1
1/25/16,LUTJSY,23.5,pots,Fishery,2016,0,0,0,0,1
1/25/16,HOLOAD,22,pots,Fishery,2016,0,0,0,0,1
1/25/16,SCARVI,31,pots,Fishery,2016,0,0,0,0,1
1/25/16,BALIVE,37.5,pots,Fishery,2016,0,0,0,0,1
1/25/16,BALIVE,36.5,pots,Fishery,2016,0,0,0,0,1
1/25/16,BALIVE,34.5,pots,Fishery,2016,0,0,0,0,1
1/25/16,BALIVE,31.5,pots,Fishery,2016,0,0,0,0,1
1/25/16,BALIVE,39,pots,Fishery,2016,0,0,0,0,1
1/25/16,BALIVE,27,pots,Fishery,2016,0,0,0,0,1
1/25/16,BALIVE,38.5,pots,Fishery,2016,0,0,0,0,1
1/25/16,BALIVE,37,pots,Fishery,2016,0,0,0,0,1
1/25/16,BALIVE,31.5,pots,Fishery,2016,0,0,0,0,1
1/25/16,BALIVE,32.5,pots,Fishery,2016,0,0,0,0,1
1/25/16,BALIVE,33.5,pots,Fishery,2016,0,0,0,0,1
1/25/16,BALIVE,36,pots,Fishery,2016,0,0,0,0,1
1/28/16,ACANCO,21.5,pots,Fishery,2016,0,0,0,0,1
1/28/16,ACANCO,19.5,pots,Fishery,2016,0,0,0,0,1
1/28/16,ACANCO,18.5,pots,Fishery,2016,0,0,0,0,1
1/28/16,ACANCO,18,pots,Fishery,2016,0,0,0,0,1
1/28/16,ACANCO,19,pots,Fishery,2016,0,0,0,0,1
1/28/16,ACANCO,18,pots,Fishery,2016,0,0,0,0,1
1/28/16,ACANCO,16.5,pots,Fishery,2016,0,0,0,0,1
1/28/16,ACANCO,18,pots,Fishery,2016,0,0,0,0,1
1/28/16,ACANCO,21,pots,Fishery,2016,0,0,0,0,1
1/28/16,ACANCO,18.5,pots,Fishery,2016,0,0,0,0,1
1/28/16,ACANCO,16,pots,Fishery,2016,0,0,0,0,1
1/28/16,ACANCO,18.5,pots,Fishery,2016,0,0,0,0,1
1/28/16,ACANCO,16,pots,Fishery,2016,0,0,0,0,1
1/28/16,ACANCO,18.5,pots,Fishery,2016,0,0,0,0,1
1/28/16,ACANCO,21,pots,Fishery,2016,0,0,0,0,1
1/28/16,ACANCO,20.5,pots,Fishery,2016,0,0,0,0,1
1/28/16,ACANCH,17.5,pots,Fishery,2016,0,0,0,0,1
1/28/16,ACANCH,17,pots,Fishery,2016,0,0,0,0,1
1/28/16,ACANCH,18,pots,Fishery,2016,0,0,0,0,1
1/28/16,ACANCH,16.5,pots,Fishery,2016,0,0,0,0,1
1/28/16,ACANCH,18,pots,Fishery,2016,0,0,0,0,1
1/28/16,ACANCH,17.5,pots,Fishery,2016,0,0,0,0,1
1/28/16,ACANCH,16,pots,Fishery,2016,0,0,0,0,1
1/28/16,SERRFU,17,pots,Fishery,2016,0,0,0,0,1
1/28/16,HOLOAD,22,pots,Fishery,2016,0,0,0,0,1
1/28/16,BALIVE,30,pots,Fishery,2016,0,0,0,0,1
1/30/16,SERRGU,36.5,pots,Fishery,2016,0,0,0,0,1
1/30/16,BALIVE,20,pots,Fishery,2016,0,0,0,0,1
1/30/16,HOLOAD,22.5,pots,Fishery,2016,0,0,0,0,1
1/30/16,HOLOAD,22,pots,Fishery,2016,0,0,0,0,1
2/1/16,SERRGU,33,pots,Fishery,2016,0,0,0,0,1
2/1/16,SERRGU,37,pots,Fishery,2016,0,0,0,0,1
2/1/16,SERRGU,36,pots,Fishery,2016,0,0,0,0,1
2/1/16,SERRGU,31.5,pots,Fishery,2016,0,0,0,0,1
2/1/16,BALIVE,33.5,pots,Fishery,2016,0,0,0,0,1
2/1/16,BALIVE,24,pots,Fishery,2016,0,0,0,0,1
2/1/16,LUTJMA,24.5,pots,Fishery,2016,0,0,0,0,1
2/1/16,LUTJMA,21.5,pots,Fishery,2016,0,0,0,0,1
2/1/16,LUTJSY,26,pots,Fishery,2016,0,0,0,0,1
2/1/16,LUTJSY,24.5,pots,Fishery,2016,0,0,0,0,1
2/4/16,BALIVE,37,pots,Fishery,2016,0,0,0,0,1
2/4/16,BALIVE,36,pots,Fishery,2016,0,0,0,0,1
2/4/16,BALIVE,25,pots,Fishery,2016,0,0,0,0,1
2/4/16,BALIVE,29,pots,Fishery,2016,0,0,0,0,1
2/4/16,BALIVE,25,pots,Fishery,2016,0,0,0,0,1
2/4/16,BALIVE,25,pots,Fishery,2016,0,0,0,0,1
2/4/16,BALIVE,27,pots,Fishery,2016,0,0,0,0,1
2/4/16,SERRGU,36,pots,Fishery,2016,0,0,0,0,1
2/4/16,SERRGU,29,pots,Fishery,2016,0,0,0,0,1
2/4/16,SERRGU,33,pots,Fishery,2016,0,0,0,0,1
2/4/16,SERRGU,34,pots,Fishery,2016,0,0,0,0,1
2/4/16,SERRGU,29,pots,Fishery,2016,0,0,0,0,1
2/23/16,SERRGU,39,pots,Fishery,2016,0,0,0,0,1
2/23/16,SERRGU,36.5,pots,Fishery,2016,0,0,0,0,1
2/23/16,SERRGU,29,pots,Fishery,2016,0,0,0,0,1
2/23/16,SERRGU,29.5,pots,Fishery,2016,0,0,0,0,1
2/23/16,BALIVE,29,pots,Fishery,2016,0,0,0,0,1
2/23/16,BALIVE,31.5,pots,Fishery,2016,0,0,0,0,1
2/23/16,BALIVE,34,pots,Fishery,2016,0,0,0,0,1
2/23/16,ACANCO,17,pots,Fishery,2016,0,0,0,0,1
2/23/16,HOLOAD,21,pots,Fishery,2016,0,0,0,0,1
2/23/16,HOLOAD,21.5,pots,Fishery,2016,0,0,0,0,1
2/23/16,HOLOAD,20.5,pots,Fishery,2016,0,0,0,0,1
4/19/16,SERRGU,31,pots,Fishery,2016,0,0,0,0,1
4/19/16,SERRGU,30,pots,Fishery,2016,0,0,0,0,1
4/19/16,SERRGU,36,pots,Fishery,2016,0,0,0,0,1
4/19/16,SERRGU,28,pots,Fishery,2016,0,0,0,0,1
4/19/16,BALIVE,35,pots,Fishery,2016,0,0,0,0,1
4/19/16,BALIVE,26.5,pots,Fishery,2016,0,0,0,0,1
4/19/16,BALIVE,31,pots,Fishery,2016,0,0,0,0,1
4/19/16,BALIVE,27,pots,Fishery,2016,0,0,0,0,1
4/19/16,BALIVE,23,pots,Fishery,2016,0,0,0,0,1
4/19/16,BALIVE,33.5,pots,Fishery,2016,0,0,0,0,1
4/19/16,ACANCO,21,pots,Fishery,2016,0,0,0,0,1
4/19/16,ACANCO,15,pots,Fishery,2016,0,0,0,0,1
4/19/16,ACANCO,24,pots,Fishery,2016,0,0,0,0,1
4/19/16,ACANCO,15,pots,Fishery,2016,0,0,0,0,1
4/19/16,ACANCO,17,pots,Fishery,2016,0,0,0,0,1
4/19/16,ACANCO,19,pots,Fishery,2016,0,0,0,0,1
4/19/16,ACANCO,17.5,pots,Fishery,2016,0,0,0,0,1
4/19/16,ACANCO,15,pots,Fishery,2016,0,0,0,0,1
4/19/16,ACANCO,24.8,pots,Fishery,2016,0,0,0,0,1
4/19/16,HOLOAD,20.5,pots,Fishery,2016,0,0,0,0,1
4/19/16,HOLOAD,23.5,pots,Fishery,2016,0,0,0,0,1
4/19/16,HOLOAD,19.5,pots,Fishery,2016,0,0,0,0,1
4/20/16,BALIVE,30,pots,Fishery,2016,0,0,0,0,1
4/20/16,BALIVE,27,pots,Fishery,2016,0,0,0,0,1
4/20/16,BALIVE,30,pots,Fishery,2016,0,0,0,0,1
4/20/16,BALIVE,35,pots,Fishery,2016,0,0,0,0,1
4/20/16,BALIVE,29,pots,Fishery,2016,0,0,0,0,1
4/20/16,BALIVE,35,pots,Fishery,2016,0,0,0,0,1
4/20/16,BALIVE,33,pots,Fishery,2016,0,0,0,0,1
4/20/16,BALIVE,28.5,pots,Fishery,2016,0,0,0,0,1
4/20/16,BALIVE,30,pots,Fishery,2016,0,0,0,0,1
4/20/16,SERRGU,32,pots,Fishery,2016,0,0,0,0,1
4/20/16,SERRGU,32,pots,Fishery,2016,0,0,0,0,1
4/20/16,SERRGU,29,pots,Fishery,2016,0,0,0,0,1
4/20/16,SERRGU,27.5,pots,Fishery,2016,0,0,0,0,1
4/20/16,SERRGU,29.5,pots,Fishery,2016,0,0,0,0,1
4/20/16,ACANCO,20,pots,Fishery,2016,0,0,0,0,1
4/20/16,ACANCO,19,pots,Fishery,2016,0,0,0,0,1
4/20/16,ACANCO,16.5,pots,Fishery,2016,0,0,0,0,1
4/20/16,ACANCO,17,pots,Fishery,2016,0,0,0,0,1
4/20/16,ACANCO,19,pots,Fishery,2016,0,0,0,0,1
4/20/16,ACANCO,17.25,pots,Fishery,2016,0,0,0,0,1
4/20/16,HOLOAD,23.5,pots,Fishery,2016,0,0,0,0,1
4/20/16,HOLOAD,23,pots,Fishery,2016,0,0,0,0,1
4/20/16,LUTJVI,28,pots,Fishery,2016,0,0,0,0,1
5/4/16,SERRGU,34,pots,Fishery,2016,0,0,0,0,1
5/4/16,SERRGU,33,pots,Fishery,2016,0,0,0,0,1
5/4/16,SERRGU,36,pots,Fishery,2016,0,0,0,0,1
5/4/16,SERRGU,31.5,pots,Fishery,2016,0,0,0,0,1
5/4/16,SERRGU,28,pots,Fishery,2016,0,0,0,0,1
5/4/16,SERRGU,29.5,pots,Fishery,2016,0,0,0,0,1
5/4/16,SERRGU,33,pots,Fishery,2016,0,0,0,0,1
5/4/16,SERRGU,36.5,pots,Fishery,2016,0,0,0,0,1
5/4/16,SERRGU,35,pots,Fishery,2016,0,0,0,0,1
5/4/16,SERRGU,36,pots,Fishery,2016,0,0,0,0,1
5/4/16,SERRGU,35,pots,Fishery,2016,0,0,0,0,1
5/4/16,BALIVE,42,pots,Fishery,2016,0,0,0,0,1
5/4/16,BALIVE,30.5,pots,Fishery,2016,0,0,0,0,1
5/4/16,BALIVE,26.5,pots,Fishery,2016,0,0,0,0,1
6/21/16,HOLOAD,20.5,pots,Fishery,2016,0,0,0,0,1
6/21/16,HOLOAD,21,pots,Fishery,2016,0,0,0,0,1
6/21/16,HOLOAD,18.5,pots,Fishery,2016,0,0,0,0,1
6/21/16,SERRGU,31,pots,Fishery,2016,0,0,0,0,1
6/21/16,SERRGU,31.5,pots,Fishery,2016,0,0,0,0,1
6/21/16,SERRGU,32,pots,Fishery,2016,0,0,0,0,1
6/21/16,SERRGU,32,pots,Fishery,2016,0,0,0,0,1
6/21/16,SERRGU,33,pots,Fishery,2016,0,0,0,0,1
6/21/16,SERRGU,34,pots,Fishery,2016,0,0,0,0,1
6/21/16,SERRGU,33,pots,Fishery,2016,0,0,0,0,1
6/21/16,SERRGU,30.5,pots,Fishery,2016,0,0,0,0,1
6/21/16,SERRGU,29,pots,Fishery,2016,0,0,0,0,1
6/21/16,SERRGU,32,pots,Fishery,2016,0,0,0,0,1
6/21/16,SERRGU,37,pots,Fishery,2016,0,0,0,0,1
6/21/16,SERRGU,36.5,pots,Fishery,2016,0,0,0,0,1
6/21/16,SERRGU,33,pots,Fishery,2016,0,0,0,0,1
6/21/16,SERRGU,34,pots,Fishery,2016,0,0,0,0,1
6/21/16,SERRGU,39,pots,Fishery,2016,0,0,0,0,1
6/21/16,SERRGU,35,pots,Fishery,2016,0,0,0,0,1
6/21/16,SERRGU,30,pots,Fishery,2016,0,0,0,0,1
6/21/16,SERRGU,41,pots,Fishery,2016,0,0,0,0,1
6/21/16,SERRGU,40,pots,Fishery,2016,0,0,0,0,1
6/21/16,SERRGU,33,pots,Fishery,2016,0,0,0,0,1
6/21/16,SERRGU,34,pots,Fishery,2016,0,0,0,0,1
6/21/16,SERRGU,33.5,pots,Fishery,2016,0,0,0,0,1
6/21/16,BALIVE,36,pots,Fishery,2016,0,0,0,0,1
6/21/16,BALIVE,37,pots,Fishery,2016,0,0,0,0,1
6/22/16,SCARVI,33,pots,Fishery,2016,0,0,0,0,1
6/27/16,SERRGU,31.5,pots,Fishery,2016,0,0,0,0,1
6/27/16,SERRGU,36.5,pots,Fishery,2016,0,0,0,0,1
6/27/16,SERRGU,29.5,pots,Fishery,2016,0,0,0,0,1
6/27/16,SERRGU,32.5,pots,Fishery,2016,0,0,0,0,1
6/27/16,SERRGU,29.5,pots,Fishery,2016,0,0,0,0,1
6/27/16,BALIVE,42.5,pots,Fishery,2016,0,0,0,0,1
6/27/16,BALIVE,28,pots,Fishery,2016,0,0,0,0,1
6/27/16,BALIVE,43.3,pots,Fishery,2016,0,0,0,0,1
6/27/16,BALIVE,25,pots,Fishery,2016,0,0,0,0,1
6/27/16,BALIVE,25,pots,Fishery,2016,0,0,0,0,1
6/27/16,BALIVE,27.5,pots,Fishery,2016,0,0,0,0,1
6/27/16,ACANCH,25,pots,Fishery,2016,0,0,0,0,1
6/27/16,ACANCH,23,pots,Fishery,2016,0,0,0,0,1
6/27/16,ACANCH,25,pots,Fishery,2016,0,0,0,0,1
6/27/16,ACANCO,19,pots,Fishery,2016,0,0,0,0,1
6/27/16,ACANCO,18,pots,Fishery,2016,0,0,0,0,1
6/27/16,ACANCO,16,pots,Fishery,2016,0,0,0,0,1
6/27/16,ACANCO,17.5,pots,Fishery,2016,0,0,0,0,1
6/27/16,ACANCO,18.5,pots,Fishery,2016,0,0,0,0,1
6/27/16,LUTJSY,18.5,pots,Fishery,2016,0,0,0,0,1
6/28/16,BALIVE,36,pots,Fishery,2016,0,0,0,0,1
6/28/16,BALIVE,36.5,pots,Fishery,2016,0,0,0,0,1
6/28/16,BALIVE,35.5,pots,Fishery,2016,0,0,0,0,1
6/28/16,SERRFU,30,pots,Fishery,2016,0,0,0,0,1
6/28/16,SERRFU,27.5,pots,Fishery,2016,0,0,0,0,1
6/28/16,SERRGU,31,pots,Fishery,2016,0,0,0,0,1
6/28/16,SERRGU,29.5,pots,Fishery,2016,0,0,0,0,1
6/28/16,SERRGU,33,pots,Fishery,2016,0,0,0,0,1
6/28/16,SERRGU,30.5,pots,Fishery,2016,0,0,0,0,1
6/28/16,SERRGU,38,pots,Fishery,2016,0,0,0,0,1
6/28/16,SERRGU,40,pots,Fishery,2016,0,0,0,0,1
6/28/16,SERRGU,29.5,pots,Fishery,2016,0,0,0,0,1
6/28/16,LUTJVI,33,pots,Fishery,2016,0,0,0,0,1
6/28/16,LUTJVI,20,pots,Fishery,2016,0,0,0,0,1
6/28/16,SCARVI,32,pots,Fishery,2016,0,0,0,0,1
6/28/16,SCARVI,33,pots,Fishery,2016,0,0,0,0,1
6/28/16,SCARVI,32.5,pots,Fishery,2016,0,0,0,0,1
6/28/16,SCARVI,32.5,pots,Fishery,2016,0,0,0,0,1
6/28/16,HOLOAD,19,pots,Fishery,2016,0,0,0,0,1
6/28/16,HOLOAD,19.5,pots,Fishery,2016,0,0,0,0,1
6/28/16,HOLOAD,20.5,pots,Fishery,2016,0,0,0,0,1
6/28/16,HOLOAD,21,pots,Fishery,2016,0,0,0,0,1
6/28/16,HOLOAD,19.5,pots,Fishery,2016,0,0,0,0,1
6/28/16,HOLOAD,20.5,pots,Fishery,2016,0,0,0,0,1
6/30/16,ACANCH,16.5,pots,Fishery,2016,0,0,0,0,1
6/30/16,ACANCH,16,pots,Fishery,2016,0,0,0,0,1
6/30/16,ACANCH,16,pots,Fishery,2016,0,0,0,0,1
6/30/16,ACANCH,17,pots,Fishery,2016,0,0,0,0,1
6/30/16,ACANCH,17.5,pots,Fishery,2016,0,0,0,0,1
6/30/16,ACANCH,16.5,pots,Fishery,2016,0,0,0,0,1
6/30/16,ACANCH,16,pots,Fishery,2016,0,0,0,0,1
6/30/16,ACANCH,20,pots,Fishery,2016,0,0,0,0,1
6/30/16,ACANCH,17,pots,Fishery,2016,0,0,0,0,1
6/30/16,ACANCH,15,pots,Fishery,2016,0,0,0,0,1
6/30/16,ACANCH,15.5,pots,Fishery,2016,0,0,0,0,1
6/30/16,ACANCH,17.5,pots,Fishery,2016,0,0,0,0,1
6/30/16,ACANCH,16.5,pots,Fishery,2016,0,0,0,0,1
6/30/16,ACANCH,16.5,pots,Fishery,2016,0,0,0,0,1
6/30/16,ACANCH,16,pots,Fishery,2016,0,0,0,0,1
6/30/16,ACANCH,16,pots,Fishery,2016,0,0,0,0,1
6/30/16,ACANCH,16,pots,Fishery,2016,0,0,0,0,1
6/30/16,ACANCH,17,pots,Fishery,2016,0,0,0,0,1
6/30/16,BALIVE,30,pots,Fishery,2016,0,0,0,0,1
7/2/16,LUTJVI,28.5,line,Fishery,2016,0,0,0,0,1
7/2/16,LUTJVI,32.5,line,Fishery,2016,0,0,0,0,1
7/2/16,LUTJVI,28,line,Fishery,2016,0,0,0,0,1
7/2/16,LUTJVI,29,line,Fishery,2016,0,0,0,0,1
7/2/16,LUTJVI,21,line,Fishery,2016,0,0,0,0,1
